FREQUENT ITEMSET =====>  OCCORRENZE
('#viña2015', '(la', 'la', 'la):')  ========>  18
('"2', '@matthunter123', 'hunter".', 'limit!')  ========>  14
('dreams,', 'happy', 'support', 'yourself!')  ========>  25
('en', 'la', 'la):', 'merese')  ========>  18
('10', 'feeling:', 'letters', 'love')  ========>  14
('idol', 'life', 'love', 'queen')  ========>  9
('!!', 'feeling:', 'limit!', 'love')  ========>  14
('@justinbieber', 'know,', 'knowing?', 'miles')  ========>  13
('(la', 'http://t.co/8tttpri3ag', 'la):', 'merese')  ========>  18
('10', '@matthunter123', 'hunter".', 'love')  ========>  14
('away?', 'follow', 'love', 'me?')  ========>  13
('2015', 'travelblogger', 'vote', 'world')  ========>  28
('away?', 'know,', 'miles', 'u.')  ========>  13
('in.', 'mph', 'temperature', 'today')  ========>  7
('fitur', 'nelsoncarvalheiro', 'travelblogger', 'vote')  ========>  28
matt  ========>  28
('away?', 'follow', 'me?', 'u.')  ========>  13
('#getgarytonoonooswedding', '@garybarlow', 'harassed', 'tweeted')  ========>  8
('away?', 'follow', 'knowing?', 'person')  ========>  13
('know,', 'love', 'me?', 'u.')  ========>  13
('"2', '10', 'hunter".', 'matt')  ========>  14
('!!', '"2', 'hunter".', 'words')  ========>  14
('know,', 'love', 'me?', 'miles')  ========>  13
('follow', 'happy', 'https://t.co/1bds2lfusd', 'support')  ========>  25
('@matthunter123', 'hunter".', 'limit!', 'words')  ========>  14
wear  ========>  8
('estar', 'girls', 'mateo', 'merese')  ========>  18
('http://t.co/8tttpri3ag', 'la', 'la):', 'merese')  ========>  18
('feeling:', 'hunter".', 'limit!', 'words')  ========>  14
('@justinbieber', 'follow', 'love', 'u.')  ========>  13
('know,', 'person', 'u.', '♥♥♥♥how')  ========>  13
('rain', 'temperature', 'wind', '°c.')  ========>  8
('@matthunter123', 'letters', 'limit!', 'love')  ========>  14
('know,', 'knowing?', 'love', 'person')  ========>  13
('@justinbieber', 'know,', 'knowing?', 'me?')  ========>  13
('barometer', 'hpa,', 'temperature', 'today')  ========>  7
('en', 'estar', 'http://t.co/8tttpri3ag', 'la')  ========>  18
cool  ========>  10
('estar', 'http://t.co/8tttpri3ag', 'mateo', 'merese')  ========>  18
('away?', 'love', 'miles', '♥♥♥♥how')  ========>  13
('in.', 'mph', 'rain', 'temperature')  ========>  7
('!!', '"2', 'feeling:', 'letters')  ========>  14
('(la', 'en', 'la', '👉abraham')  ========>  18
('away?', 'know,', 'knowing?', 'miles')  ========>  13
('http://t.co/8tttpri3ag', 'la', 'la):', '👉abraham')  ========>  18
('#3', '@garybarlow', 'days', 'relentlessly')  ========>  8
('letters', 'limit!', 'love', 'matt')  ========>  14
('#viña2015', 'en', 'la):', '👉abraham')  ========>  18
(':)', '@madisonellebeer', 'follow', 'queen')  ========>  9
('@feriafitur', 'retweet', 'travelblogger', 'world')  ========>  28
('@feriafitur', 'travelblogger', 'vote', 'world')  ========>  28
('love', 'me?', 'miles', 'person')  ========>  13
play  ========>  16
type  ========>  9
('**pic', 'heavy**', 'indian', 'review')  ========>  12
star  ========>  10
('(la', 'en', 'estar', 'la):')  ========>  18
('dreams,', 'https://t.co/1bds2lfusd', 'song!', 'yourself!')  ========>  25
('humidity', 'mph', 'rain', 'temperature')  ========>  10
('estar', 'http://t.co/8tttpri3ag', 'la):', 'mateo')  ========>  18
('#3', 'harassed', 'make', 'tweeted')  ========>  8
('#viña2015', 'mateo', 'merese', '👉abraham')  ========>  18
('mph', 'rain', 'temperature', 'today')  ========>  11
('!!', '10', 'feeling:', 'words')  ========>  14
('10', 'hunter".', 'love', 'matt')  ========>  14
('@justinbieber', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('la', 'la):', 'mateo', '👉abraham')  ========>  18
('follow', 'happy', 'support', 'yourself!')  ========>  25
('(la', 'girls', 'http://t.co/8tttpri3ag', 'la):')  ========>  18
('"2', 'letters', 'limit!', 'love')  ========>  14
('barometer', 'hpa,', 'humidity', 'rain')  ========>  7
plan  ========>  8
('"2', '10', 'letters', 'love')  ========>  14
('estar', 'girls', 'http://t.co/8tttpri3ag', 'la')  ========>  18
('@madisonellebeer', 'follow', 'me♥', 'queen')  ========>  9
('follow', 'https://t.co/1bds2lfusd', 'song!', 'support')  ========>  25
('(la', 'girls', 'mateo', '👉abraham')  ========>  18
('(la', 'en', 'estar', 'girls')  ========>  18
('follow', 'know,', 'knowing?', '♥♥♥♥how')  ========>  13
('girls', 'la', 'la):', 'mateo')  ========>  18
('10', '@matthunter123', 'feeling:', 'hunter".')  ========>  14
('@justinbieber', 'know,', 'miles', '♥♥♥♥how')  ========>  13
('away?', 'know,', 'miles', 'person')  ========>  13
('estar', 'girls', 'http://t.co/8tttpri3ag', 'la):')  ========>  18
('hunter".', 'limit!', 'love', 'words')  ========>  14
('idol', 'killing', 'notice', 'ta')  ========>  19
('10', '@matthunter123', 'limit!', 'matt')  ========>  14
('2015', 'nelsoncarvalheiro', 'vote', 'world')  ========>  28
('#viña2015', 'en', 'estar', 'la):')  ========>  18
real  ========>  24
('feeling:', 'letters', 'love', 'matt')  ========>  14
('girls', 'http://t.co/8tttpri3ag', 'mateo', '👉abraham')  ========>  18
('away?', 'follow', 'know,', 'love')  ========>  13
('#viña2015', 'girls', 'mateo', 'merese')  ========>  18
(':)', 'follow', 'life', 'love')  ========>  9
('follow', 'know,', 'love', 'u.')  ========>  13
('(la', 'la):', 'mateo', '👉abraham')  ========>  18
('"2', '@matthunter123', 'love', 'words')  ========>  14
('10', '@matthunter123', 'hunter".', 'matt')  ========>  14
('follow', 'know,', 'knowing?', 'u.')  ========>  13
('#3', '@garybarlow', 'days', 'tweeted')  ========>  8
('girls', 'mateo', 'merese', '👉abraham')  ========>  18
('@feriafitur', 'retweet', 'travelblogger', 'vote')  ========>  28
('feeling:', 'hunter".', 'letters', 'limit!')  ========>  14
('barometer', 'humidity', 'rain', 'wind')  ========>  16
('barometer', 'humidity', 'mph', 'wind')  ========>  11
('@justinbieber', 'follow', 'know,', 'u.')  ========>  13
('estar', 'girls', 'la):', '👉abraham')  ========>  18
('2015', 'nelsoncarvalheiro', 'travelblogger', 'vote')  ========>  28
('away?', 'knowing?', 'me?', 'miles')  ========>  13
('love', 'miles', 'person', '♥♥♥♥how')  ========>  13
('#3', '#getgarytonoonooswedding', '@garybarlow', 'relentlessly')  ========>  8
('@justinbieber', 'me?', 'person', 'u.')  ========>  13
('happy', 'song!', 'support', 'yourself!')  ========>  25
('(la', 'estar', 'girls', 'la')  ========>  18
('@justinbieber', 'away?', 'know,', 'miles')  ========>  13
('!!', '10', '@matthunter123', 'feeling:')  ========>  14
life  ========>  56
('(la', 'estar', 'la', 'la):')  ========>  18
('@matthunter123', 'feeling:', 'hunter".', 'limit!')  ========>  14
('away?', 'follow', 'knowing?', 'u.')  ========>  13
('@justinbieber', 'follow', 'knowing?', 'love')  ========>  13
('@justinbieber', 'love', 'me?', 'miles')  ========>  13
('#viña2015', 'en', 'girls', 'merese')  ========>  18
kids  ========>  10
('en', 'estar', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('dreams,', 'happy', 'song!', 'year,')  ========>  25
('knowing?', 'love', 'person', '♥♥♥♥how')  ========>  13
('la', 'la):', 'merese', '👉abraham')  ========>  18
('@garybarlow', 'days', 'harassed', 'tweeted')  ========>  8
('(la', 'en', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('#viña2015', 'en', 'http://t.co/8tttpri3ag', 'merese')  ========>  18
('barometer', 'hpa,', 'humidity', 'today')  ========>  7
('#3', 'days', 'harassed', 'make')  ========>  8
('2015', 'fitur', 'nelsoncarvalheiro', 'vote')  ========>  28
('!!', '"2', '10', '@matthunter123')  ========>  14
('barometer', 'mm.', 'wind', '°c.')  ========>  8
('en', 'girls', 'mateo', '👉abraham')  ========>  18
('10', '@matthunter123', 'feeling:', 'matt')  ========>  14
mind  ========>  15
('10', 'hunter".', 'letters', 'limit!')  ========>  14
('feeling:', 'letters', 'matt', 'words')  ========>  14
('"2', '10', 'limit!', 'love')  ========>  14
head  ========>  15
song  ========>  16
('knowing?', 'love', 'me?', 'person')  ========>  13
('2015', 'fitur', 'retweet', 'travelblogger')  ========>  28
(":'(", '@justinbieber', 'follow', 'love')  ========>  8
gift  ========>  7
('en', 'girls', 'http://t.co/8tttpri3ag', 'merese')  ========>  18
('dreams,', 'happy', 'support', 'year,')  ========>  25
('10', 'limit!', 'love', 'words')  ========>  14
('feeling:', 'letters', 'love', 'words')  ========>  14
('@justinbieber', 'know,', 'love', 'me?')  ========>  13
('#viña2015', '(la', 'la', 'merese')  ========>  18
('#3', '#getgarytonoonooswedding', '@garybarlow', 'days')  ========>  8
('"2', 'limit!', 'love', 'words')  ========>  14
('10', 'letters', 'love', 'words')  ========>  14
('follow', 'life', 'love', 'me♥')  ========>  9
('barometer', 'mm.', 'rain', 'temperature')  ========>  9
('#3', '#getgarytonoonooswedding', 'harassed', 'make')  ========>  8
('(la', 'http://t.co/8tttpri3ag', 'la):', 'mateo')  ========>  18
('@madisonellebeer', 'follow', 'idol', 'me♥')  ========>  9
('@real_liam_payne', 'killing', 'notice', 'stealing')  ========>  19
('@justinbieber', 'away?', 'know,', 'u.')  ========>  13
('rain', 'today', 'wind', '°c.')  ========>  8
('away?', 'knowing?', 'love', 'person')  ========>  13
('love', 'me?', 'miles', 'u.')  ========>  13
('10', 'hunter".', 'limit!', 'matt')  ========>  14
('@justinbieber', 'know,', 'knowing?', '♥♥♥♥how')  ========>  13
('follow', 'love', 'me?', 'person')  ========>  13
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
('girls', 'http://t.co/8tttpri3ag', 'merese', '👉abraham')  ========>  18
('#viña2015', '(la', 'en', '👉abraham')  ========>  18
('barometer', 'in.', 'mph', 'wind')  ========>  7
('"2', '@matthunter123', 'hunter".', 'matt')  ========>  14
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la):')  ========>  18
('away?', 'love', 'miles', 'u.')  ========>  13
yeah  ========>  17
('@feriafitur', 'nelsoncarvalheiro', 'travelblogger', 'world')  ========>  28
('mph', 'rain', 'temperature', 'wind')  ========>  11
('dreams,', 'follow', 'song!', 'year,')  ========>  25
guys  ========>  23
('barometer', 'in.', 'temperature', 'today')  ========>  7
('@justinbieber', 'knowing?', 'love', 'u.')  ========>  13
('"2', '@matthunter123', 'feeling:', 'words')  ========>  14
(':)', '@madisonellebeer', 'follow', 'love')  ========>  9
('nelsoncarvalheiro', 'travelblogger', 'vote', 'world')  ========>  28
('2015', '@feriafitur', 'nelsoncarvalheiro', 'world')  ========>  28
('follow', 'song!', 'support', 'yourself!')  ========>  25
it’s  ========>  9
('away?', 'follow', 'me?', '♥♥♥♥how')  ========>  13
('@matthunter123', 'hunter".', 'limit!', 'love')  ========>  14
('en', 'girls', 'mateo', 'merese')  ========>  18
('@justinbieber', 'away?', 'love', 'u.')  ========>  13
('"2', 'hunter".', 'limit!', 'matt')  ========>  14
('@feriafitur', 'nelsoncarvalheiro', 'retweet', 'world')  ========>  28
miss  ========>  39
('2015', '@feriafitur', 'fitur', 'vote')  ========>  28
('away?', 'follow', 'love', 'miles')  ========>  13
('know,', 'love', 'person', 'u.')  ========>  13
('!!', '"2', 'feeling:', 'hunter".')  ========>  14
('(la', 'estar', 'girls', '👉abraham')  ========>  18
('barometer', 'mph', 'temperature', 'today')  ========>  10
('!!', 'hunter".', 'letters', 'love')  ========>  14
('(la', 'girls', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
('follow', 'love', 'me?', 'u.')  ========>  13
town  ========>  9
('@justinbieber', 'love', 'person', '♥♥♥♥how')  ========>  13
('en', 'girls', 'la', '👉abraham')  ========>  18
('knowing?', 'me?', 'miles', '♥♥♥♥how')  ========>  13
('10', 'hunter".', 'matt', 'words')  ========>  14
('en', 'estar', 'la):', '👉abraham')  ========>  18
too.  ========>  9
('feeling:', 'hunter".', 'love', 'words')  ========>  14
('!!', '@matthunter123', 'hunter".', 'matt')  ========>  14
('#3', 'harassed', 'relentlessly', 'tweeted')  ========>  8
('#getgarytonoonooswedding', 'make', 'relentlessly', 'tweeted')  ========>  8
('@justinbieber', 'know,', 'miles', 'u.')  ========>  13
('en', 'estar', 'mateo', 'merese')  ========>  18
('(la', 'en', 'girls', 'merese')  ========>  18
('http://t.co/8tttpri3ag', 'la', 'merese', '👉abraham')  ========>  18
('#viña2015', 'en', 'http://t.co/8tttpri3ag', 'mateo')  ========>  18
('fitur', 'nelsoncarvalheiro', 'retweet', 'world')  ========>  28
('"2', '@matthunter123', 'feeling:', 'hunter".')  ========>  14
(':)', 'follow', 'me♥', 'queen')  ========>  9
('follow', 'know,', 'love', 'me?')  ========>  13
('follow', 'happy', 'song!', 'year,')  ========>  25
('@justinbieber', 'away?', 'knowing?', 'love')  ========>  13
('!!', '"2', 'love', 'words')  ========>  14
('follow', 'love', 'me?', '♥♥♥♥how')  ========>  13
('@justinbieber', 'follow', 'me?', '♥♥♥♥how')  ========>  13
('!!', '10', 'letters', 'words')  ========>  14
('@matthunter123', 'love', 'matt', 'words')  ========>  14
('@justinbieber', 'knowing?', 'miles', '♥♥♥♥how')  ========>  13
('!!', '@matthunter123', 'letters', 'matt')  ========>  14
('@matthunter123', 'feeling:', 'letters', 'matt')  ========>  14
('barometer', 'humidity', 'wind', '°c.')  ========>  8
('@justinbieber', 'follow', 'miles', 'person')  ========>  13
('(la', 'en', 'la', 'mateo')  ========>  18
('#viña2015', 'girls', 'la', 'mateo')  ========>  18
('@madisonellebeer', 'life', 'me♥', 'queen')  ========>  9
('away?', 'know,', 'me?', 'miles')  ========>  13
(':)', 'follow', 'idol', 'me♥')  ========>  9
('!!', 'feeling:', 'hunter".', 'matt')  ========>  14
('**pic', 'heavy**', 'indian', 'vendor')  ========>  12
('!!', '10', 'limit!', 'love')  ========>  14
('#viña2015', 'estar', 'girls', 'mateo')  ========>  18
('follow', 'person', 'u.', '♥♥♥♥how')  ========>  13
('!!', 'letters', 'matt', 'words')  ========>  14
('#viña2015', 'estar', 'girls', 'la')  ========>  18
('#getgarytonoonooswedding', 'days', 'harassed', 'relentlessly')  ========>  8
('girls', 'la):', 'merese', '👉abraham')  ========>  18
('#getgarytonoonooswedding', '@garybarlow', 'make', 'relentlessly')  ========>  8
('away?', 'miles', 'person', '♥♥♥♥how')  ========>  13
('"2', '10', '@matthunter123', 'letters')  ========>  14
('#viña2015', 'estar', 'http://t.co/8tttpri3ag', 'la')  ========>  18
('https://t.co/1bds2lfusd', 'song!', 'support', 'year,')  ========>  25
('barometer', 'mm.', 'temperature', '°c.')  ========>  8
('2015', '@feriafitur', 'nelsoncarvalheiro', 'vote')  ========>  28
('!!', '"2', 'feeling:', 'limit!')  ========>  14
turn  ========>  12
('@justinbieber', 'away?', 'follow', 'person')  ========>  13
('@madisonellebeer', 'idol', 'love', 'queen')  ========>  9
('@feriafitur', 'nelsoncarvalheiro', 'retweet', 'vote')  ========>  28
('(la', 'en', 'estar', 'mateo')  ========>  18
('#viña2015', 'estar', 'mateo', '👉abraham')  ========>  18
('en', 'girls', 'merese', '👉abraham')  ========>  18
('@justinbieber', 'know,', 'me?', 'u.')  ========>  13
('#viña2015', 'en', 'http://t.co/8tttpri3ag', 'la')  ========>  18
('knowing?', 'me?', 'u.', '♥♥♥♥how')  ========>  13
('!!', 'feeling:', 'hunter".', 'words')  ========>  14
('#viña2015', 'la):', 'mateo', '👉abraham')  ========>  18
('"2', '10', 'feeling:', 'limit!')  ========>  14
('@real_liam_payne', 'idol', 'notice', 'ta')  ========>  19
('(la', 'en', 'estar', 'http://t.co/8tttpri3ag')  ========>  18
('#viña2015', 'girls', 'http://t.co/8tttpri3ag', '👉abraham')  ========>  18
('mm.', 'rain', 'wind', '°c.')  ========>  8
('!!', '10', 'love', 'words')  ========>  14
('@real_liam_payne', 'idol', 'notice', 'stealing')  ========>  19
('!!', '@matthunter123', 'hunter".', 'letters')  ========>  14
('#3', '#getgarytonoonooswedding', 'harassed', 'tweeted')  ========>  8
('follow', 'know,', 'me?', 'miles')  ========>  13
('http://t.co/8tttpri3ag', 'la):', 'mateo', '👉abraham')  ========>  18
('estar', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
('!!', 'hunter".', 'letters', 'words')  ========>  14
('#viña2015', 'http://t.co/8tttpri3ag', 'la', 'merese')  ========>  18
(':)', 'idol', 'love', 'queen')  ========>  9
('10', 'feeling:', 'hunter".', 'love')  ========>  14
('**pic', 'indian', 'review', 'vendor')  ========>  12
('en', 'estar', 'girls', '👉abraham')  ========>  18
('#viña2015', '(la', 'girls', 'mateo')  ========>  18
dead  ========>  11
('!!', '10', 'hunter".', 'words')  ========>  14
('girls', 'http://t.co/8tttpri3ag', 'la):', '👉abraham')  ========>  18
('away?', 'know,', 'me?', 'person')  ========>  13
('feeling:', 'hunter".', 'limit!', 'matt')  ========>  14
('humbly', 'idol', 'notice', 'stealing')  ========>  19
('follow', 'https://t.co/1bds2lfusd', 'support', 'yourself!')  ========>  25
idol  ========>  28
('@matthunter123', 'hunter".', 'matt', 'words')  ========>  14
('know,', 'knowing?', 'miles', 'u.')  ========>  13
('en', 'estar', 'la', 'la):')  ========>  18
('barometer', 'hpa,', 'rain', 'temperature')  ========>  7
('(la', 'estar', 'la', 'merese')  ========>  18
('cashback', 'jabong,12.5%on', 'myntra.', 'of10.5%on')  ========>  14
('"2', 'letters', 'matt', 'words')  ========>  14
('"2', '@matthunter123', 'letters', 'words')  ========>  14
('@justinbieber', 'away?', 'love', '♥♥♥♥how')  ========>  13
('(la', 'la', 'mateo', '👉abraham')  ========>  18
('@feriafitur', 'fitur', 'nelsoncarvalheiro', 'vote')  ========>  28
('#3', '#getgarytonoonooswedding', 'days', 'tweeted')  ========>  8
('!!', '"2', '@matthunter123', 'love')  ========>  14
('in.', 'rain', 'temperature', 'today')  ========>  7
('(la', 'girls', 'la', 'merese')  ========>  18
('@matthunter123', 'limit!', 'love', 'matt')  ========>  14
('2015', 'retweet', 'travelblogger', 'world')  ========>  28
('hpa,', 'humidity', 'rain', 'today')  ========>  7
now.  ========>  9
('hpa,', 'rain', 'today', 'wind')  ========>  7
('dreams,', 'happy', 'https://t.co/1bds2lfusd', 'song!')  ========>  25
(':)', '@madisonellebeer', 'me♥', 'queen')  ========>  9
